TH?I KHÓA BI?U D? KI?N K? 20252 - C?P NH?T NGÀY 23.02.2026,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
K?,Tr??ng_Vi?n_Khoa,Mã_l?p,Mã_l?p_kèm,Mã_HP,Tên_HP,Tên_HP_Ti?ng_Anh,Kh?i_l??ng,Ghi_chú,Bu?i_s?,Th?,Th?i_gian,B?,KT,Kíp,Tu?n,Phòng,C?n_TN,SL?K,SL_Max,Tr?ng_thái,Lo?i_l?p,??t_m?,Mã_QL,TeachingType
20252,BGDTC,758261,758261,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 24-Bóng bàn 1S,1,4,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758262,758262,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 25-Bóng bàn 1S,1,4,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758263,758263,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 26-Bóng bàn 1S,1,4,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,54,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758264,758264,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 27-Bóng bàn 1C,1,5,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758265,758265,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 28-Bóng bàn 1C,1,5,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758266,758266,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 29-Bóng bàn 1C,1,5,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758267,758267,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 30-Bóng bàn 1S,1,5,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758268,758268,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 31-Bóng bàn 1S,1,5,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758269,758269,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 32-Bóng bàn 1S,1,5,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758270,758270,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 33-Bóng bàn 1S,1,5,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758271,758271,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 34-Bóng bàn 1S,1,5,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758272,758272,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 35-Bóng bàn 1C,1,6,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758273,758273,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 36-Bóng bàn 1C,1,6,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758274,758274,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 37-Bóng bàn 1C,1,6,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758275,758275,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 38-Bóng bàn 1S,1,6,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758276,758276,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 39-Bóng bàn 1S,1,6,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,54,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758277,758277,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 40-Bóng bàn 1S,1,6,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758278,758278,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 41-Bóng bàn 1S,1,6,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758327,758327,PE2401,Bóng bàn 1,Table tennis I,0(0-2-0-2),L?p 42-Bóng bàn 1S,1,6,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758328,758328,PE2402,Bóng bàn 2,Table tennis II,0(0-2-0-2),L?p 01-Bóng bàn 2C,1,5,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758329,758329,PE2402,Bóng bàn 2,Table tennis II,0(0-2-0-2),L?p 02-Bóng bàn 2C,1,6,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758330,758330,PE2402,Bóng bàn 2,Table tennis II,0(0-2-0-2),L?p 03-Bóng bàn 2C,1,6,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,761691,761691,PE2402,Bóng bàn 2,Table tennis II,0(0-2-0-2),DH-BK-KT?K&T?H01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,51,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,762719,762719,PE2402,Bóng bàn 2,Table tennis II,0(0-2-0-2),DH-BK-QTKD02-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,44,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,758331,758331,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 01-C?u lông 1C,1,2,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,57,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758332,758332,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 02-C?u lông 1C,1,2,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758333,758333,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 03-C?u lông 1C,1,2,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758334,758334,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 04-C?u lông 1C,1,2,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758335,758335,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 05-C?u lông 1C,1,2,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758336,758336,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 06-C?u lông 1C,1,2,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758337,758337,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 07-C?u lông 1S,1,2,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758338,758338,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 08-C?u lông 1S,1,2,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758339,758339,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 09-C?u lông 1S,1,2,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758340,758340,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 10-C?u lông 1S,1,2,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758341,758341,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 11-C?u lông 1S,1,2,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,54,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758342,758342,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 12-C?u lông 1S,1,2,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758343,758343,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 13-C?u lông 1C,1,3,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758344,758344,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 14-C?u lông 1C,1,3,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758345,758345,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 15-C?u lông 1C,1,3,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758346,758346,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 16-C?u lông 1C,1,3,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758347,758347,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 17-C?u lông 1C,1,3,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758348,758348,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 18-C?u lông 1C,1,3,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,57,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758349,758349,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 19-C?u lông 1S,1,3,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758350,758350,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 20-C?u lông 1S,1,3,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758351,758351,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 21-C?u lông 1S,1,3,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758352,758352,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 22-C?u lông 1S,1,3,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758353,758353,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 23-C?u lông 1S,1,3,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758354,758354,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 24-C?u lông 1S,1,3,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,54,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758355,758355,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 25-C?u lông 1C,1,4,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758356,758356,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 26-C?u lông 1C,1,4,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758357,758357,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 27-C?u lông 1C,1,4,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758358,758358,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 28-C?u lông 1C,1,4,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758395,758395,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 29-C?u lông 1C,1,4,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758414,758414,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 30-C?u lông 1S,1,4,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758415,758415,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 31-C?u lông 1S,1,4,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758416,758416,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 32-C?u lông 1S,1,4,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758417,758417,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 33-C?u lông 1S,1,4,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758418,758418,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 34-C?u lông 1S,1,4,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758419,758419,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 35-C?u lông 1S,1,4,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758420,758420,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 36-C?u lông 1C,1,5,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758421,758421,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 37-C?u lông 1C,1,5,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758422,758422,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 38-C?u lông 1C,1,5,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758423,758423,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 39-C?u lông 1C,1,5,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,58,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758424,758424,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 40-C?u lông 1S,1,5,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758425,758425,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 41-C?u lông 1S,1,5,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758426,758426,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 42-C?u lông 1S,1,5,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758427,758427,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 43-C?u lông 1S,1,5,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758428,758428,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 44-C?u lông 1S,1,5,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758429,758429,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 45-C?u lông 1S,1,5,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758430,758430,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 46-C?u lông 1C,1,6,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758431,758431,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 47-C?u lông 1C,1,6,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758432,758432,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 48-C?u lông 1C,1,6,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,54,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758454,758454,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 49-C?u lông 1C,1,6,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758455,758455,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 50-C?u lông 1S,1,6,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758528,758528,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 51-C?u lông 1S,1,6,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758567,758567,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 52-C?u lông 1S,1,6,0645-0745,0645,0745,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758569,758569,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 53-C?u lông 1S,1,6,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758625,758625,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 54-C?u lông 1S,1,6,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758630,758630,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),L?p 55-C?u lông 1S,1,6,0800-0900,0800,0900,Sáng,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,761524,761524,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),"DH-BK-?TVT01-K69, DH-CTHN-C?T01-K69",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,29,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,761529,761529,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),DH-BK-KT?K&T?H01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,52,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,761540,761540,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),DH-BK-KT01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,28,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,761541,761541,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),DH-BK-TCNH01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,28,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,761569,761569,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),DH-BK-QTKD01-K69,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,55,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,761602,761602,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),DH-BK-QTKD02-K69 (L?p 1),NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,70,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,763095,763095,PE2501,C?u lông 1,Badminton I,0(0-2-0-2),DH-BK-QTKD02-K69 (L?p 2),NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,35,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,758631,758631,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),L?p 01-C?u lông 2C,1,4,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,57,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758632,758632,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),L?p 02-C?u lông 2C,1,5,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758633,758633,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),L?p 03-C?u lông 2C,1,5,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758634,758634,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),L?p 04-C?u lông 2C,1,6,1400-1500,1400,1500,Chi?u,"25-32,34-42",NTD,NULL,56,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758635,758635,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),L?p 05-C?u lông 2C,1,6,1530-1630,1530,1630,Chi?u,"25-32,34-42",NTD,NULL,57,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,761621,761621,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),DH-BK-?TVT01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,52,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,762693,762693,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),"DH-BK-NNA01-K68, DH-BK-KT01-K68",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,41,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,762694,762694,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),DH-BK-OTO01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,39,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,762711,762711,PE2502,C?u lông 2,Badminton II,0(0-2-0-2),DH-BK-QTKD01-K68,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,52,K?t thúc ?K,LT+BT,AB,VLVH,
20252,BGDTC,758636,758636,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 01-Ch?yC,1,2,1400-1500,1400,1500,Chi?u,"25-32,34-42",SV? 1,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758637,758637,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 02-Ch?yC,1,2,1530-1630,1530,1630,Chi?u,"25-32,34-42",SV? 1,NULL,59,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758638,758638,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 03-Ch?yS,1,2,0645-0745,0645,0745,Sáng,"25-32,34-42",SV? 1,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758639,758639,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 04-Ch?yS,1,2,0800-0900,0800,0900,Sáng,"25-32,34-42",SV? 1,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758640,758640,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 05-Ch?yC,1,3,1400-1500,1400,1500,Chi?u,"25-32,34-42",SV? 1,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758641,758641,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 06-Ch?yC,1,3,1530-1630,1530,1630,Chi?u,"25-32,34-42",SVD,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758642,758642,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 07-Ch?yC,1,3,1530-1630,1530,1630,Chi?u,"25-32,34-42",SVD,NULL,54,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
20252,BGDTC,758643,758643,PE2601,Ch?y ,Running,0(0-2-0-2),L?p 08-Ch?yS,1,3,0645-0745,0645,0745,Sáng,"25-32,34-42",SV? 1,NULL,55,55,?i?u ch?nh ?K,LT+BT,AB,CT CHU?N,
